Time Stamp,Suction Press
02/01/2012 18:56,3.5
02/01/2012 19:00,3.5
02/01/2012 19:04,2.89
02/01/2012 19:08,4.08
02/01/2012 19:12,4.5
02/01/2012 19:16,3.29
02/01/2012 19:20,2.89
02/01/2012 19:25,2.89
02/01/2012 19:28,3.39
02/01/2012 19:33,3.39
02/01/2012 19:37,3.5
02/01/2012 19:41,4.2
02/01/2012 19:45,3.6
02/01/2012 19:49,3.6
02/01/2012 19:54,3
02/01/2012 19:57,3.5
02/01/2012 20:02,3.29
02/01/2012 20:06,4.7
02/01/2012 20:10,3.5
02/01/2012 20:14,3.29
02/01/2012 20:18,3.29
02/01/2012 20:22,3.2
02/01/2012 20:26,4.29
02/01/2012 20:30,3.6
02/01/2012 20:35,3.39
02/01/2012 20:38,3.39
02/01/2012 20:42,3.79
02/01/2012 20:46,3.29
02/01/2012 20:50,3.39
02/01/2012 20:55,3.5
02/01/2012 20:59,3.39
02/01/2012 21:03,3.5
02/01/2012 21:07,3.5
02/01/2012 21:11,3.29
02/01/2012 21:15,3.79
02/01/2012 21:20,3.39
02/01/2012 21:24,3.89
02/01/2012 21:28,3.6
02/01/2012 21:32,3.6
02/01/2012 21:37,3.6
02/01/2012 21:41,3.39
02/01/2012 21:45,3.6
02/01/2012 21:49,3.2
02/01/2012 21:53,3.6
02/01/2012 21:57,4.4
02/01/2012 22:01,4.4
02/01/2012 22:05,3.39
02/01/2012 22:09,3.39
02/01/2012 22:13,3.5
02/01/2012 22:17,3.7
02/01/2012 22:22,4
02/01/2012 22:26,4
02/01/2012 22:29,3.5
02/01/2012 22:34,4.2
02/01/2012 22:38,3.7
02/01/2012 22:42,4.5
02/01/2012 22:46,3.6
02/01/2012 22:50,3.6
02/01/2012 22:54,4.2
02/01/2012 22:58,3.6
02/01/2012 23:02,3.5
02/01/2012 23:06,3.7
02/01/2012 23:11,4.2
02/01/2012 23:15,4.5
02/01/2012 23:19,4.5
02/01/2012 23:23,3.39
02/01/2012 23:27,3.7
02/01/2012 23:31,3.5
02/01/2012 23:36,4.5
02/01/2012 23:40,3.79
02/01/2012 23:44,3.79
02/01/2012 23:48,3.39
02/01/2012 23:52,2.79
02/01/2012 23:56,3.39
03/01/2012 00:00,3.29
03/01/2012 00:04,3.2
03/01/2012 00:08,3.2
03/01/2012 00:12,3.7
03/01/2012 00:16,3.89
03/01/2012 00:20,3.39
03/01/2012 00:25,3.6
03/01/2012 00:29,3.2
03/01/2012 00:33,4.58
03/01/2012 00:37,4.58
03/01/2012 00:41,3.2
03/01/2012 00:46,3.5
03/01/2012 00:50,4.9
03/01/2012 00:54,3.7
03/01/2012 00:58,3.39
03/01/2012 01:02,3.39
03/01/2012 01:06,3.29
03/01/2012 01:10,3.7
03/01/2012 01:14,4.08
03/01/2012 01:18,4.7
03/01/2012 01:22,4.4
03/01/2012 01:26,4.4
03/01/2012 01:30,4.08
03/01/2012 01:35,4
03/01/2012 01:38,4
03/01/2012 01:43,3.29
03/01/2012 01:47,3.29
03/01/2012 01:51,3.2
03/01/2012 01:55,3.2
03/01/2012 01:59,3.29
03/01/2012 02:04,3.39
03/01/2012 02:08,4
03/01/2012 02:12,3.6
03/01/2012 02:16,3.7
03/01/2012 02:20,3.5
03/01/2012 02:25,3.5
03/01/2012 02:29,3.6
03/01/2012 02:33,3.6
03/01/2012 02:37,3.6
03/01/2012 02:41,4.58
03/01/2012 02:45,4
03/01/2012 02:49,4
03/01/2012 02:53,3.2
03/01/2012 02:57,3.79
03/01/2012 03:01,4.58
03/01/2012 03:05,3.6
03/01/2012 03:09,3.39
03/01/2012 03:14,3.7
03/01/2012 03:18,3.7
03/01/2012 03:22,4.08
03/01/2012 03:26,3.7
03/01/2012 03:30,3.7
03/01/2012 03:34,3.5
03/01/2012 03:38,3.6
03/01/2012 03:43,3.6
03/01/2012 03:46,3.5
03/01/2012 03:51,4.29
03/01/2012 03:55,4.79
03/01/2012 03:59,3.7
03/01/2012 04:03,3.6
03/01/2012 04:07,3.6
03/01/2012 04:12,3.89
03/01/2012 04:16,3.89
03/01/2012 04:20,2.79
03/01/2012 04:24,3
03/01/2012 04:28,4.4
03/01/2012 04:32,3.7
03/01/2012 04:36,3.7
03/01/2012 04:41,3.7
03/01/2012 04:45,3.29
03/01/2012 04:49,3.39
03/01/2012 04:53,4.29
03/01/2012 04:57,4.9
03/01/2012 05:01,4.9
03/01/2012 05:05,4.2
03/01/2012 05:09,3.6
03/01/2012 05:14,3.39
03/01/2012 05:18,3.5
03/01/2012 05:22,3.39
03/01/2012 05:26,4.2
03/01/2012 05:30,4.2
03/01/2012 05:35,3.6
03/01/2012 05:38,3.2
03/01/2012 05:43,3.1
03/01/2012 05:47,3.5
03/01/2012 05:51,3.39
03/01/2012 05:55,3.2
03/01/2012 05:59,3.2
03/01/2012 06:03,2.89
03/01/2012 06:07,4.2
03/01/2012 06:11,4.7
03/01/2012 06:15,3.79
03/01/2012 06:19,3.79
03/01/2012 06:23,3.7
03/01/2012 06:27,3.5
03/01/2012 06:32,3.5
03/01/2012 06:36,3.5
03/01/2012 06:40,3.29
03/01/2012 06:44,3.29
03/01/2012 06:48,3.29
03/01/2012 06:52,3.6
03/01/2012 06:56,4
03/01/2012 07:00,3.2
03/01/2012 07:04,3.39
03/01/2012 07:08,2.89
03/01/2012 07:13,2.89
03/01/2012 07:16,4.9
03/01/2012 07:21,3.29
03/01/2012 07:25,3.79
03/01/2012 07:29,3.2
03/01/2012 07:33,3.7
03/01/2012 07:37,3.7
03/01/2012 07:41,3.5
03/01/2012 07:45,4.08
03/01/2012 07:49,3.39
03/01/2012 07:53,3.39
03/01/2012 07:57,3.89
03/01/2012 08:01,3.89
03/01/2012 08:06,4.2
03/01/2012 08:10,3.5
03/01/2012 08:14,3.5
03/01/2012 08:18,3.39
03/01/2012 08:22,3.6
03/01/2012 08:26,3.6
03/01/2012 08:30,3.39
03/01/2012 08:35,3.6
03/01/2012 08:39,4.4
03/01/2012 08:43,3.79
03/01/2012 08:47,3.7
03/01/2012 08:51,3.5
03/01/2012 08:55,3.5
03/01/2012 08:59,3.7
03/01/2012 09:03,3.79
03/01/2012 09:07,3
03/01/2012 09:11,3.29
03/01/2012 09:15,3.29
03/01/2012 09:19,3.79
03/01/2012 09:23,3.79
03/01/2012 09:27,3.39
03/01/2012 09:31,3.29
03/01/2012 09:36,3.29
03/01/2012 09:40,3.6
03/01/2012 09:44,3.6
03/01/2012 09:48,3.6
03/01/2012 09:52,4.5
03/01/2012 09:56,4.5
03/01/2012 10:00,3.79
03/01/2012 10:05,3.89
03/01/2012 10:09,3.89
03/01/2012 10:13,3.89
03/01/2012 10:17,4.08
03/01/2012 10:21,3.79
03/01/2012 10:25,3.2
03/01/2012 10:29,3.79
03/01/2012 10:33,3.79
03/01/2012 10:37,4.2
03/01/2012 10:41,4.2
03/01/2012 10:45,4.79
03/01/2012 10:49,3.6
03/01/2012 10:54,3.29
03/01/2012 10:57,3.29
03/01/2012 11:02,3.2
03/01/2012 11:06,3.29
03/01/2012 11:10,3.39
03/01/2012 11:14,3.7
03/01/2012 11:18,3.2
03/01/2012 11:22,3.39
03/01/2012 11:26,3.39
03/01/2012 11:30,3.29
03/01/2012 11:35,3.89
03/01/2012 11:39,3.39
03/01/2012 11:43,3.89
03/01/2012 11:47,3.6
03/01/2012 11:51,3.6
03/01/2012 11:55,3.6
03/01/2012 11:59,3.7
03/01/2012 12:03,4.9
03/01/2012 12:07,3.29
03/01/2012 12:11,3.29
03/01/2012 12:15,4.2
03/01/2012 12:19,4
03/01/2012 12:23,3.7
03/01/2012 12:27,2.7
03/01/2012 12:32,3.79
03/01/2012 12:36,3.5
03/01/2012 12:40,3.5
03/01/2012 12:44,3.1
03/01/2012 12:48,4
03/01/2012 12:53,3.7
03/01/2012 12:57,3.7
03/01/2012 13:01,3.29
03/01/2012 13:05,4.29
03/01/2012 13:09,4.29
03/01/2012 13:13,4
03/01/2012 13:17,3.39
03/01/2012 13:21,3.39
03/01/2012 13:25,5
03/01/2012 13:29,5
03/01/2012 13:33,3.5
03/01/2012 13:37,3
03/01/2012 13:41,3
03/01/2012 13:45,3.79
03/01/2012 13:49,3.6
03/01/2012 13:53,3.6
03/01/2012 13:57,3.29
03/01/2012 14:02,3.1
03/01/2012 14:06,4.7
03/01/2012 14:10,3.5
03/01/2012 14:14,3.5
03/01/2012 14:18,4.5
03/01/2012 14:22,4.5
03/01/2012 14:26,3.39
03/01/2012 14:30,3.7
03/01/2012 14:35,3.79
03/01/2012 14:38,4.4
03/01/2012 14:42,3.29
03/01/2012 14:46,3.29
03/01/2012 14:50,3.29
03/01/2012 14:55,4
03/01/2012 14:59,3.2
03/01/2012 15:03,3.6
03/01/2012 15:07,4
03/01/2012 15:11,4
03/01/2012 15:15,3.2
03/01/2012 15:19,3.6
03/01/2012 15:24,3.39
03/01/2012 15:28,3.79
03/01/2012 15:32,3.5
03/01/2012 15:36,4.08
03/01/2012 15:40,4.08
03/01/2012 15:44,3.79
03/01/2012 15:48,3.79
03/01/2012 15:53,3.5
03/01/2012 15:57,3.7
03/01/2012 16:01,3.6
03/01/2012 16:05,3.6
03/01/2012 16:09,3.6
03/01/2012 16:14,3.5
03/01/2012 16:18,3.29
03/01/2012 16:22,3.6
