Timestamp,Value
27/01/2019 19:37,15.41
27/01/2019 19:36,15.36
27/01/2019 19:35,15.41
27/01/2019 19:33,15.41
27/01/2019 19:32,15.45
27/01/2019 19:31,15.45
27/01/2019 19:30,15.41
27/01/2019 18:50,15.41
27/01/2019 18:49,15.45
27/01/2019 18:48,15.45
27/01/2019 18:47,15.36
27/01/2019 18:43,15.36
27/01/2019 18:42,15.41
27/01/2019 18:37,15.41
27/01/2019 18:36,15.45
27/01/2019 18:34,15.45
27/01/2019 18:33,15.41
27/01/2019 17:23,15.41
27/01/2019 17:22,15.45
27/01/2019 17:19,15.45
27/01/2019 17:18,15.41
27/01/2019 16:19,15.41
27/01/2019 16:18,15.36
27/01/2019 16:16,15.36
27/01/2019 16:15,15.41
27/01/2019 16:02,15.41
27/01/2019 16:01,15.45
27/01/2019 15:59,15.45
27/01/2019 15:58,15.41
27/01/2019 15:47,15.41
27/01/2019 15:46,15.45
27/01/2019 15:44,15.45
27/01/2019 15:43,15.41
27/01/2019 15:42,15.41
27/01/2019 15:41,15.45
27/01/2019 15:37,15.45
27/01/2019 15:36,15.41
27/01/2019 14:57,15.41
27/01/2019 14:56,15.45
27/01/2019 14:46,15.45
27/01/2019 14:45,15.41
27/01/2019 14:43,15.41
27/01/2019 14:42,15.45
27/01/2019 14:40,15.45
27/01/2019 14:39,15.41
27/01/2019 14:38,15.45
27/01/2019 14:37,15.45
27/01/2019 14:36,15.41
27/01/2019 13:56,15.41
27/01/2019 13:55,15.45
27/01/2019 13:53,15.45
27/01/2019 13:52,15.41
27/01/2019 13:51,15.41
27/01/2019 13:50,15.45
27/01/2019 13:45,15.45
27/01/2019 13:44,15.41
27/01/2019 13:43,15.41
27/01/2019 13:42,15.5
27/01/2019 13:40,15.5
27/01/2019 13:39,15.45
27/01/2019 13:38,15.45
27/01/2019 13:37,15.41
27/01/2019 13:36,15.41
27/01/2019 13:35,15.45
27/01/2019 13:26,15.45
27/01/2019 13:25,15.5
27/01/2019 13:23,15.5
27/01/2019 13:22,15.45
27/01/2019 13:18,15.45
27/01/2019 13:17,15.5
27/01/2019 13:16,15.5
27/01/2019 13:15,15.45
27/01/2019 12:21,15.45
27/01/2019 12:20,15.41
27/01/2019 12:18,15.41
27/01/2019 12:17,15.45
27/01/2019 12:15,15.45
27/01/2019 12:14,15.5
27/01/2019 12:06,15.5
27/01/2019 12:05,15.41
27/01/2019 12:03,15.41
27/01/2019 12:02,15.45
27/01/2019 11:50,15.45
27/01/2019 11:49,15.41
27/01/2019 11:48,15.41
27/01/2019 11:47,15.45
27/01/2019 11:17,15.45
27/01/2019 11:16,15.5
27/01/2019 11:01,15.5
27/01/2019 11:00,15.45
27/01/2019 10:58,15.45
27/01/2019 10:57,15.5
27/01/2019 10:55,15.5
27/01/2019 10:54,15.45
27/01/2019 10:50,15.45
27/01/2019 10:49,15.5
27/01/2019 10:48,15.5
27/01/2019 10:47,15.45
27/01/2019 10:45,15.45
27/01/2019 10:44,15.5
27/01/2019 10:40,15.5
27/01/2019 10:39,15.41
27/01/2019 10:38,15.41
27/01/2019 10:37,15.5
27/01/2019 10:35,15.5
27/01/2019 10:34,15.45
27/01/2019 10:31,15.45
27/01/2019 10:30,15.5
27/01/2019 09:57,15.5
27/01/2019 09:56,15.59
27/01/2019 09:53,15.59
27/01/2019 09:52,15.5
27/01/2019 09:50,15.5
27/01/2019 09:49,15.54
27/01/2019 09:47,15.54
27/01/2019 09:46,15.5
27/01/2019 09:42,15.5
27/01/2019 09:41,15.54
27/01/2019 09:22,15.54
27/01/2019 09:21,15.5
27/01/2019 09:15,15.5
27/01/2019 09:14,15.63
27/01/2019 08:49,15.63
27/01/2019 08:48,15.5
27/01/2019 08:41,15.5
27/01/2019 08:40,15.45
27/01/2019 08:35,15.45
27/01/2019 08:34,15.5
27/01/2019 08:31,15.5
27/01/2019 08:30,15.54
27/01/2019 08:28,15.54
27/01/2019 08:27,15.59
27/01/2019 08:20,15.59
27/01/2019 08:19,15.5
27/01/2019 08:18,15.5
27/01/2019 08:17,15.54
27/01/2019 08:07,15.54
27/01/2019 08:06,15.59
27/01/2019 07:41,15.59
27/01/2019 07:40,15.54
27/01/2019 07:29,15.54
27/01/2019 07:28,15.59
27/01/2019 07:24,15.59
27/01/2019 07:23,15.63
27/01/2019 07:22,15.63
27/01/2019 07:21,15.59
27/01/2019 07:18,15.59
27/01/2019 07:17,15.63
27/01/2019 07:10,15.63
27/01/2019 07:09,15.59
27/01/2019 07:08,15.59
27/01/2019 07:07,15.63
27/01/2019 06:59,15.63
27/01/2019 06:58,15.59
27/01/2019 06:57,15.59
27/01/2019 06:56,15.63
27/01/2019 06:49,15.63
27/01/2019 06:48,15.59
27/01/2019 06:47,15.59
27/01/2019 06:46,15.63
27/01/2019 06:45,15.63
27/01/2019 06:44,15.68
27/01/2019 06:42,15.68
27/01/2019 06:41,15.63
27/01/2019 06:37,15.63
27/01/2019 06:36,15.59
27/01/2019 06:32,15.59
27/01/2019 06:31,15.63
27/01/2019 06:21,15.63
27/01/2019 06:20,15.54
27/01/2019 06:17,15.54
27/01/2019 06:16,15.59
27/01/2019 06:11,15.59
27/01/2019 06:10,15.54
27/01/2019 06:09,15.54
27/01/2019 06:08,15.59
27/01/2019 06:07,15.59
27/01/2019 06:06,15.63
27/01/2019 06:01,15.63
27/01/2019 06:00,15.68
27/01/2019 05:50,15.68
27/01/2019 05:49,15.63
27/01/2019 05:37,15.63
27/01/2019 05:36,15.59
27/01/2019 05:33,15.59
27/01/2019 05:32,15.68
27/01/2019 05:30,15.68
27/01/2019 05:29,15.63
27/01/2019 05:28,15.63
27/01/2019 05:27,15.59
27/01/2019 05:19,15.59
27/01/2019 05:18,15.63
27/01/2019 04:45,15.63
27/01/2019 04:44,15.68
27/01/2019 04:43,15.68
27/01/2019 04:42,15.63
27/01/2019 04:38,15.63
27/01/2019 04:37,15.68
27/01/2019 04:26,15.68
27/01/2019 04:25,15.63
27/01/2019 04:23,15.63
27/01/2019 04:22,15.68
27/01/2019 04:18,15.68
27/01/2019 04:17,15.72
27/01/2019 03:04,15.72
27/01/2019 03:03,15.82
27/01/2019 03:02,15.82
27/01/2019 03:01,15.72
27/01/2019 02:59,15.72
27/01/2019 02:58,15.68
27/01/2019 02:54,15.68
27/01/2019 02:53,15.72
27/01/2019 02:51,15.72
27/01/2019 02:50,15.77
27/01/2019 02:49,15.77
27/01/2019 02:48,15.72
27/01/2019 02:47,15.72
27/01/2019 02:46,15.68
27/01/2019 02:44,15.68
27/01/2019 02:43,15.63
27/01/2019 02:26,15.63
27/01/2019 02:25,15.72
27/01/2019 02:16,15.72
27/01/2019 02:15,15.68
27/01/2019 02:11,15.68
27/01/2019 02:10,15.77
27/01/2019 02:06,15.77
27/01/2019 02:05,15.72
27/01/2019 02:00,15.72
27/01/2019 01:59,15.82
27/01/2019 01:58,15.82
27/01/2019 01:57,15.77
27/01/2019 01:47,15.77
27/01/2019 01:45,15.68
27/01/2019 01:36,15.68
27/01/2019 01:35,15.63
27/01/2019 01:31,15.63
27/01/2019 01:30,15.68
27/01/2019 01:29,15.68
27/01/2019 01:28,15.59
27/01/2019 01:26,15.59
27/01/2019 01:25,15.68
