Timestamp,Value
27/01/2019 19:53,15.84
27/01/2019 19:52,15.75
27/01/2019 19:30,15.75
27/01/2019 19:29,15.7
27/01/2019 19:25,15.7
27/01/2019 19:24,15.6
27/01/2019 19:03,15.6
27/01/2019 19:02,15.51
27/01/2019 18:56,15.51
27/01/2019 18:55,15.56
27/01/2019 18:52,15.56
27/01/2019 18:51,15.46
27/01/2019 18:39,15.46
27/01/2019 18:38,15.41
27/01/2019 18:32,15.41
27/01/2019 18:31,15.37
27/01/2019 18:24,15.37
27/01/2019 18:23,15.32
27/01/2019 18:20,15.32
27/01/2019 18:19,15.27
27/01/2019 18:17,15.27
27/01/2019 18:16,15.32
27/01/2019 18:15,15.32
27/01/2019 18:14,15.27
27/01/2019 18:08,15.27
27/01/2019 18:07,15.18
27/01/2019 17:36,15.18
27/01/2019 17:35,15.13
27/01/2019 17:33,15.13
27/01/2019 17:32,15.08
27/01/2019 17:28,15.08
27/01/2019 17:27,15.03
27/01/2019 17:26,15.03
27/01/2019 17:25,14.98
27/01/2019 17:22,14.98
27/01/2019 17:21,15.03
27/01/2019 17:20,15.03
27/01/2019 17:19,14.98
27/01/2019 17:17,14.98
27/01/2019 17:16,14.94
27/01/2019 17:13,14.94
27/01/2019 17:12,14.98
27/01/2019 17:11,14.98
27/01/2019 17:10,14.94
27/01/2019 17:08,14.94
27/01/2019 17:07,14.89
27/01/2019 17:03,14.89
27/01/2019 17:02,14.94
27/01/2019 17:01,14.94
27/01/2019 17:00,14.89
27/01/2019 16:58,14.89
27/01/2019 16:57,14.84
27/01/2019 16:56,14.84
27/01/2019 16:55,14.79
27/01/2019 16:46,14.79
27/01/2019 16:45,14.75
27/01/2019 16:35,14.75
27/01/2019 16:34,14.7
27/01/2019 16:15,14.7
27/01/2019 16:14,14.65
27/01/2019 16:10,14.65
27/01/2019 16:09,14.6
27/01/2019 16:07,14.6
27/01/2019 16:06,14.56
27/01/2019 16:04,14.56
27/01/2019 16:03,14.51
27/01/2019 15:55,14.51
27/01/2019 15:54,14.46
27/01/2019 15:46,14.46
27/01/2019 15:44,14.41
27/01/2019 15:40,14.41
27/01/2019 15:39,14.46
27/01/2019 15:38,14.46
27/01/2019 15:37,14.36
27/01/2019 15:30,14.36
27/01/2019 15:29,14.32
27/01/2019 15:24,14.32
27/01/2019 15:23,14.27
27/01/2019 15:19,14.27
27/01/2019 15:18,14.32
27/01/2019 15:10,14.32
27/01/2019 15:09,14.27
27/01/2019 15:07,14.27
27/01/2019 15:06,14.22
27/01/2019 15:01,14.22
27/01/2019 15:00,14.17
27/01/2019 14:58,14.17
27/01/2019 14:57,14.13
27/01/2019 14:56,14.13
27/01/2019 14:55,14.17
27/01/2019 14:50,14.17
27/01/2019 14:49,14.13
27/01/2019 14:42,14.13
27/01/2019 14:41,14.08
27/01/2019 14:38,14.08
27/01/2019 14:37,14.32
27/01/2019 14:36,14.32
27/01/2019 14:35,14.27
27/01/2019 14:33,14.27
27/01/2019 14:32,14.32
27/01/2019 14:31,14.27
27/01/2019 14:27,14.27
27/01/2019 14:26,14.32
27/01/2019 14:24,14.32
27/01/2019 14:23,14.27
27/01/2019 14:10,14.27
27/01/2019 14:09,14.32
27/01/2019 13:55,14.32
27/01/2019 13:54,14.27
27/01/2019 13:39,14.27
27/01/2019 13:38,14.22
27/01/2019 13:37,14.22
27/01/2019 13:36,14.27
27/01/2019 13:34,14.27
27/01/2019 13:33,14.22
27/01/2019 13:30,14.22
27/01/2019 13:29,14.32
27/01/2019 13:28,14.32
27/01/2019 13:27,14.22
27/01/2019 13:25,14.22
27/01/2019 13:24,14.17
27/01/2019 13:10,14.17
27/01/2019 13:09,14.13
27/01/2019 13:06,14.13
27/01/2019 13:05,14.08
27/01/2019 13:00,14.08
27/01/2019 12:58,13.98
27/01/2019 12:44,13.98
27/01/2019 12:43,13.89
27/01/2019 12:26,13.89
27/01/2019 12:25,13.84
27/01/2019 12:20,13.84
27/01/2019 12:19,13.74
27/01/2019 12:08,13.74
27/01/2019 12:07,13.7
27/01/2019 12:02,13.7
27/01/2019 12:01,13.65
27/01/2019 11:57,13.65
27/01/2019 11:56,13.6
27/01/2019 11:49,13.6
27/01/2019 11:48,13.55
27/01/2019 11:47,13.55
27/01/2019 11:46,13.6
27/01/2019 11:44,13.6
27/01/2019 11:43,13.46
27/01/2019 11:41,13.46
27/01/2019 11:40,13.51
27/01/2019 11:35,13.51
27/01/2019 11:34,13.46
27/01/2019 11:24,13.46
27/01/2019 11:23,13.41
27/01/2019 11:16,13.41
27/01/2019 11:15,13.36
27/01/2019 11:10,13.36
27/01/2019 11:09,13.31
27/01/2019 11:08,13.31
27/01/2019 11:07,13.27
27/01/2019 11:05,13.27
27/01/2019 11:04,13.36
27/01/2019 11:02,13.36
27/01/2019 11:01,13.27
27/01/2019 11:00,13.27
27/01/2019 10:59,13.22
27/01/2019 10:57,13.22
27/01/2019 10:56,13.27
27/01/2019 10:54,13.27
27/01/2019 10:53,13.22
27/01/2019 10:49,13.22
27/01/2019 10:48,13.12
27/01/2019 10:44,13.12
27/01/2019 10:43,13.03
27/01/2019 10:37,13.03
27/01/2019 10:36,13.08
27/01/2019 10:26,13.08
27/01/2019 10:25,12.98
27/01/2019 10:22,12.98
27/01/2019 10:21,12.89
27/01/2019 10:11,12.89
27/01/2019 10:10,12.84
27/01/2019 09:58,12.84
27/01/2019 09:57,12.79
27/01/2019 09:49,12.79
27/01/2019 09:48,12.74
27/01/2019 09:44,12.74
27/01/2019 09:43,12.69
27/01/2019 09:35,12.69
27/01/2019 09:34,12.65
27/01/2019 09:31,12.65
27/01/2019 09:30,12.6
27/01/2019 09:24,12.6
27/01/2019 09:23,12.55
27/01/2019 09:20,12.55
27/01/2019 09:19,12.5
27/01/2019 09:14,12.5
27/01/2019 09:13,12.41
27/01/2019 08:57,12.41
27/01/2019 08:55,12.36
27/01/2019 08:51,12.36
27/01/2019 08:50,12.22
27/01/2019 08:43,12.22
27/01/2019 08:42,12.31
27/01/2019 08:40,12.31
27/01/2019 08:39,12.27
27/01/2019 08:37,12.27
27/01/2019 08:36,12.22
27/01/2019 08:32,12.22
27/01/2019 08:31,12.17
